RUNDATE,SOURCE_FILE,REPORT_NAME,YEAR,MONTH,ROW_NAME,CURRENT_MONTH,CALENDAR_YTD,FISCAL_YTD,CURRENCY
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Hollywood Casino Perryville,2025,December,"Small, Minority, Women Business / Commerce (1.5%)",88756.74,1115427.86,528486.83,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Hollywood Casino Perryville,2025,December,General Fund (0%),0.0,0.0,0.0,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Hollywood Casino Perryville,2025,December,Total,5914201.34,74309789.85,35208978.73,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Ocean Downs Casino,2025,December,Gross Terminal Revenue,6154224.26,86256925.38,45691424.88,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Ocean Downs Casino,2025,December,Education Trust Fund (32%),1972950.2,27639695.03,14637993.58,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Ocean Downs Casino,2025,December,Ocean Downs Casino (53%),3257453.06,45671532.59,24196520.46,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Ocean Downs Casino,2025,December,Purse Dedication (6%),369576.91,5178784.43,2742990.0,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Ocean Downs Casino,2025,December,Local Impact Grants (5.5%),338805.79,4747499.79,2514532.88,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Ocean Downs Casino,2025,December,Race Tracks Facility Renewal Account (1%),61582.68,862990.37,457102.31,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Ocean Downs Casino,2025,December,Lottery (1%),61461.39,861727.05,456538.15,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Ocean Downs Casino,2025,December,"Small, Minority, Women Business / Commerce (1.5%)",92394.23,1294696.12,685747.5,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Ocean Downs Casino,2025,December,General Fund (0%),0.0,0.0,0.0,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Ocean Downs Casino,2025,December,Total,6154224.26,86256925.38,45691424.88,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Rocky Gap Resort Casino,2025,December,Gross Terminal Revenue,3457741.69,47440077.98,24683396.22,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Rocky Gap Resort Casino,2025,December,Education Trust Fund (27%),937771.73,12846865.11,6682894.31,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Rocky Gap Resort Casino,2025,December,Rocky Gap Resort Casino (58%),2000590.7,27470668.39,14294836.8,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Rocky Gap Resort Casino,2025,December,Purse Dedication (6%),207802.4,2849478.95,1482488.81,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Rocky Gap Resort Casino,2025,December,Local Impact Grants (5.5%),190513.68,2612278.57,1359071.83,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Rocky Gap Resort Casino,2025,December,Race Tracks Facility Renewal Account (1%),34619.65,474785.03,247019.57,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Rocky Gap Resort Casino,2025,December,Lottery (1%),34492.93,473632.19,246462.7,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Rocky Gap Resort Casino,2025,December,"Small, Minority, Women Business / Commerce (1.5%)",51950.6,712369.74,370622.2,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Rocky Gap Resort Casino,2025,December,General Fund (0%),0.0,0.0,0.0,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Rocky Gap Resort Casino,2025,December,Total,3457741.69,47440077.98,24683396.22,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - MGM National Harbor,2025,December,Gross Terminal Revenue,28202662.07,322237419.42,157725392.67,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - MGM National Harbor,2025,December,Non-Banked Games,2040810.0,24663186.06,12497527.0,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - MGM National Harbor,2025,December,Banked Games,26161852.07,297574233.36,145227865.67,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - MGM National Harbor,2025,December,Total,28202662.07,322237419.42,157725392.67,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - MGM National Harbor,2025,December,Education Trust Fund (15%),4230399.31,48335612.92,23658808.9,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - MGM National Harbor,2025,December,Local Jurisdictions (5%),1410133.1,16111870.94,7886269.62,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - MGM National Harbor,2025,December,MGM National Harbor (80%),22562129.66,257789935.56,126180314.15,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Live! Casino & Hotel,2025,December,Gross Terminal Revenue,16081727.61,196871137.02,97554652.75,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Live! Casino & Hotel,2025,December,Non-Banked Games,1366591.0,16372524.0,8341188.0,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Live! Casino & Hotel,2025,December,Banked Games,14715136.61,180498613.02,89213464.75,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Live! Casino & Hotel,2025,December,Total,16081727.61,196871137.02,97554652.75,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Live! Casino & Hotel,2025,December,Education Trust Fund (20%) after 12/8/16 (15%),2412259.14,29530670.55,14633197.91,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Live! Casino & Hotel,2025,December,Local Jurisdictions (5%),804086.38,9843556.86,4877732.64,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Live! Casino & Hotel,2025,December,Live! Casino & Hotel (80%),12865382.09,157496909.61,78043722.2,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Horseshoe Casino,2025,December,Gross Terminal Revenue,4204489.4,49981037.36,24136126.8,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Horseshoe Casino,2025,December,Non-Banked Games,249203.0,3500188.0,1595678.0,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Horseshoe Casino,2025,December,Banked Games,3955286.4,46480849.36,22540448.8,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Horseshoe Casino,2025,December,Total,4204489.4,49981037.36,24136126.8,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Horseshoe Casino,2025,December,Education Trust Fund (20%) after 12/8/16 (15%),630673.41,7497155.61,3620419.03,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Horseshoe Casino,2025,December,Local Jurisdictions (5%),210224.47,2499051.86,1206806.32,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Horseshoe Casino,2025,December,Horseshoe Casino (80%),3363591.52,39984829.89,19308901.45,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Hollywood Casino Perryville,2025,December,Gross Terminal Revenue,1067310.6,11840396.66,5515600.75,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Hollywood Casino Perryville,2025,December,Non-Banked Games,105204.0,1407592.0,617390.0,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Hollywood Casino Perryville,2025,December,Banked Games,962106.6,10432804.66,4898210.75,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Hollywood Casino Perryville,2025,December,Total,1067310.6,11840396.66,5515600.75,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Hollywood Casino Perryville,2025,December,Education Trust Fund (20%) after 12/8/16 (15%),160096.59,1776059.51,827340.11,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Hollywood Casino Perryville,2025,December,Local Jurisdictions (5%),53365.53,592019.82,275780.04,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Hollywood Casino Perryville,2025,December,Hollywood Casino (80%),853848.48,9472317.33,4412480.6,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Ocean Downs Casino,2025,December,Gross Terminal Revenue,677270.5,8595629.17,4650034.47,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Ocean Downs Casino,2025,December,Non-Banked Games,0.0,0.0,0.0,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Ocean Downs Casino,2025,December,Banked Games,677270.5,8595629.17,4650034.47,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Ocean Downs Casino,2025,December,Total,677270.5,8595629.17,4650034.47,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Ocean Downs Casino,2025,December,Education Trust Fund (20%) after 12/8/16 (15%),101590.58,1289344.38,697505.18,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Ocean Downs Casino,2025,December,Local Jurisdictions (5%),33863.52,429781.45,232501.71,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Ocean Downs Casino,2025,December,Ocean Downs Casino (80%),541816.4,6876503.34,3720027.58,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Rocky Gap Casino Resort,2025,December,Gross Terminal Revenue,495109.0,5342567.14,2740136.55,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Rocky Gap Casino Resort,2025,December,Non-Banked Games,0.0,0.0,0.0,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Rocky Gap Casino Resort,2025,December,Banked Games,495109.0,5342567.14,2740136.55,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Rocky Gap Casino Resort,2025,December,Total,495109.0,5342567.14,2740136.55,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Rocky Gap Casino Resort,2025,December,Education Trust Fund (20%) after 12/8/16 (15%),74266.35,801385.1,411020.5,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Rocky Gap Casino Resort,2025,December,Local Jurisdictions (5%),24755.45,267128.33,137006.81,USD
2026-02-04 23:32:37,DECEMBER-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Rocky Gap Casino Resort,2025,December,Rocky Gap Casino Resort (80%),396087.2,4274053.71,2192109.24,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Total,2025,February,Gross Terminal Revenue,103633465.89,204226872.1,886415230.56,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Total,2025,February,Education Trust Fund,39367060.49,77679572.0,336311241.49,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Total,2025,February,Casino Operators,48711414.76,95894238.16,417046327.78,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Total,2025,February,Purse Dedication (6%),6222700.12,12262568.21,53229797.1,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Total,2025,February,Local Impact Grants (5.5%),5704532.77,11241433.82,48797720.88,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Total,2025,February,Race Tracks Facility Renewal Account (1%),1036921.17,2043388.19,8869762.68,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Total,2025,February,Lottery (1%),1035161.55,2040029.66,8852931.32,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Total,2025,February,"Small, Minority, Women Business / Commerce",1555675.03,3065642.06,13307449.31,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Total,2025,February,General Fund (0%),0.0,0.0,0.0,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Total,2025,February,Total,103633465.89,204226872.1,886415230.56,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Total,2025,February,Gross Terminal Revenue,51516831.64,102719085.37,406539336.58,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Total,2025,February,Non-Banked Games,3899097.51,7524774.56,29695018.06,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Total,2025,February,Banked Games,47617734.13,95194310.81,376844318.52,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Total,2025,February,Total,51516831.64,102719085.37,406539336.58,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Total,2025,February,Education Trust Fund (20%) after 12/8/16 (15%),7727524.74,15407862.8,60980900.49,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Total,2025,February,Local Jurisdictions (5%),2575841.59,5135954.27,20326966.84,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Total,2025,February,Casino (80%),41213465.31,82175268.3,325231469.25,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - MGM National Harbor,2025,February,Gross Terminal Revenue,38455311.29,77244533.32,336377864.57,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - MGM National Harbor,2025,February,Education Trust Fund (41%),15785723.97,31703115.01,138102911.69,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - MGM National Harbor,2025,February,MGM National Harbor (44%),16896730.25,33946871.29,147773262.16,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - MGM National Harbor,2025,February,Purse Dedication (6%),2309464.75,4638374.13,20203853.53,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - MGM National Harbor,2025,February,Local Impact Grants (5.5%),2117188.19,4252151.46,18521964.21,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - MGM National Harbor,2025,February,Race Tracks Facility Renewal Account (1%),384821.37,772908.1,3366426.35,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - MGM National Harbor,2025,February,Lottery (1%),384016.58,771519.8,3358483.24,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - MGM National Harbor,2025,February,"Small, Minority, Women Business / Commerce (1.5%)",577366.18,1159593.53,5050963.39,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - MGM National Harbor,2025,February,General Fund (0%),0.0,0.0,0.0,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - MGM National Harbor,2025,February,Total,38455311.29,77244533.32,336377864.57,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Live! Casino & Hotel,2025,February,Gross Terminal Revenue,39930206.79,78658476.05,338606222.25,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Live! Casino & Hotel,2025,February,Education Trust Fund (36%),14389748.34,28347407.93,122048678.93,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Live! Casino & Hotel,2025,February,Live! Casino & Hotel (49%),19547805.76,38505925.6,165735036.4,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Live! Casino & Hotel,2025,February,Purse Dedication (6%),2397281.44,4722506.75,20331231.5,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Live! Casino & Hotel,2025,February,Local Impact Grants (5.5%),2197630.4,4329214.36,18638200.37,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Live! Casino & Hotel,2025,February,Race Tracks Facility Renewal Account (1%),399485.7,786959.53,3387919.48,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Live! Casino & Hotel,2025,February,Lottery (1%),398934.79,785835.19,3382347.7,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Live! Casino & Hotel,2025,February,"Small, Minority, Women Business / Commerce (1.5%)",599320.36,1180626.69,5082807.87,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Live! Casino & Hotel,2025,February,General Fund (0%),,0.0,0.0,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Live! Casino & Hotel,2025,February,Total,39930206.79,78658476.05,338606222.25,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Horseshoe,2025,February,Gross Terminal Revenue,10102996.62,19384840.88,76497476.29,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Horseshoe,2025,February,Education Trust Fund (38%),3841383.21,7371134.15,29093693.46,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Horseshoe,2025,February,Horseshoe Casino (47%),4745668.39,9104899.97,35923718.66,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Horseshoe,2025,February,Purse Dedication (6%),606413.0,1163599.0,4592409.89,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Horseshoe,2025,February,Local Impact Grants (5.5%),555898.01,1066674.78,4209922.49,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Horseshoe,2025,February,Race Tracks Facility Renewal Account (1%),101059.12,193911.98,765294.93,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Horseshoe,2025,February,Lottery (1%),100971.64,193721.25,764334.38,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Horseshoe,2025,February,"Small, Minority, Women Business / Commerce (1.5%)",151603.25,290899.75,1148102.48,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Horseshoe,2025,February,General Fund (0%),,0.0,0.0,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Horseshoe,2025,February,Total,10102996.62,19384840.88,76497476.29,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Hollywood Casino Perryville,2025,February,Gross Terminal Revenue,6084902.46,11804444.65,48695175.61,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Hollywood Casino Perryville,2025,February,Education Trust Fund (43%),2618416.31,5080887.34,20954072.93,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Hollywood Casino Perryville,2025,February,Hollywood Casino (42%),2553266.59,4951628.0,20432982.98,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Hollywood Casino Perryville,2025,February,Purse Dedication (6%),365322.0,708860.85,2923519.18,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Hollywood Casino Perryville,2025,February,Local Impact Grants (5.5%),334897.49,649838.63,2680043.3,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Hollywood Casino Perryville,2025,February,Race Tracks Facility Renewal Account (1%),60877.5,118118.71,487177.84,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Hollywood Casino Perryville,2025,February,Lottery (1%),60792.07,117895.91,486499.59,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Hollywood Casino Perryville,2025,February,"Small, Minority, Women Business / Commerce (1.5%)",91330.5,177215.21,730879.79,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Hollywood Casino Perryville,2025,February,General Fund (0%),,0.0,0.0,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Hollywood Casino Perryville,2025,February,Total,6084902.46,11804444.65,48695175.61,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Ocean Downs Casino,2025,February,Gross Terminal Revenue,5566772.65,10743074.28,55497661.57,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Ocean Downs Casino,2025,February,Education Trust Fund (32%),1784804.21,3444266.46,17783730.28,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Ocean Downs Casino,2025,February,Ocean Downs Casino (53%),2946296.07,5686108.43,29384606.4,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Ocean Downs Casino,2025,February,Purse Dedication (6%),334315.3,645167.18,3332060.05,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Ocean Downs Casino,2025,February,Local Impact Grants (5.5%),306481.43,591451.8,3054571.7,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Ocean Downs Casino,2025,February,Race Tracks Facility Renewal Account (1%),55706.34,107503.58,555251.64,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Ocean Downs Casino,2025,February,Lottery (1%),55590.47,107285.03,554426.48,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Ocean Downs Casino,2025,February,"Small, Minority, Women Business / Commerce (1.5%)",83578.83,161291.8,833015.02,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Ocean Downs Casino,2025,February,General Fund (0%),,0.0,0.0,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Ocean Downs Casino,2025,February,Total,5566772.65,10743074.28,55497661.57,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Rocky Gap Resort Casino,2025,February,Gross Terminal Revenue,3493276.08,6391502.92,30740830.27,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Rocky Gap Resort Casino,2025,February,Education Trust Fund (27%),946984.45,1732761.11,8328154.2,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Rocky Gap Resort Casino,2025,February,Rocky Gap Resort Casino (58%),2021647.7,3698804.87,17796721.18,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Rocky Gap Resort Casino,2025,February,Purse Dedication (6%),209903.63,384060.3,1846722.95,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Rocky Gap Resort Casino,2025,February,Local Impact Grants (5.5%),192437.25,352102.79,1693018.81,USD
2026-02-04 23:32:37,FEBRUARY-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Rocky Gap Resort Casino,2025,February,Race Tracks Facility Renewal Account (1%),34971.14,63986.29,307692.44,USD
